Engine Fuel Type,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,MSRP
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,37185
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,35085
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,39720
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,41310
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,41310
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,39720
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,39720
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,32150
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25990
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,32195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30990
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,35300
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,35500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29940
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,36040
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30295
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24895
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29995
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27295
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30695
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33395
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25295
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27695
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27395
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30395
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,35995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25645
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27695
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,32390
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22195
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21295
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22695
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24995
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22795
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24195
regular unleaded,4.0,MANUAL,4.0,Compact,19595
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20795
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23595
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23995
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22195
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22695
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25395
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23895
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21295
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20795
regular unleaded,4.0,MANUAL,4.0,Compact,19595
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27395
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25995
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24195
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25695
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20995
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27695
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24195
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22695
regular unleaded,4.0,MANUAL,4.0,Compact,19795
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24495
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24995
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27495
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25495
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26495
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23495
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42495
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33720
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40020
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36970
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33120
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41620
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38970
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31470
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34720
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36970
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35370
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29870
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32120
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37370
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38570
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39455
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,46570
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38855
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38855
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37855
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33580
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36055
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31945
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37055
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30145
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34380
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32580
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35380
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41170
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42970
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37055
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37655
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39255
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36455
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39855
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38055
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,47070
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,39255
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33030
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37455
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38255
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34830
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32395
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41670
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35830
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43470
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34030
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,30595
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37455
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,3065
regular unleaded,4.0,MANUAL,2.0,Compact,3367
regular unleaded,4.0,MANUAL,2.0,Compact,3843
regular unleaded,4.0,MANUAL,2.0,Compact,3407
premium unleaded (required),4.0,MANUAL,2.0,Compact,26100
premium unleaded (required),4.0,MANUAL,2.0,Compact,23600
premium unleaded (required),4.0,AUTOMATIC,2.0,Compact,24600
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20030
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19080
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21765
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23360
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20340
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21765
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19540
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24475
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20360
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19560
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21785
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21355
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27100
regular unleaded,4.0,AUTOMATIC,4.0,Compact,33100
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28800
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26675
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28060
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30935
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29695
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26675
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28060
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30935
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29695
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26675
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29695
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28060
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30935
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25765
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30005
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24200
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28435
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26985
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23215
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24200
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26250
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28650
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30000
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24700
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28100
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28115
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30015
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29135
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26735
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24685
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25165
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,MANUAL,2.0,Compact,2000
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,44625
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,44625
regular unleaded,6.0,AUTOMATIC,2.0,Compact,20105
regular unleaded,6.0,AUTOMATIC,2.0,Compact,20901
premium unleaded (required),6.0,AUTOMATIC,2.0,Compact,44625
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,33950
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,35550
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,33950
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,49950
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,47950
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,41900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,45900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,43900
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,39650
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39900
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,37650
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,35950
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,33950
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,44650
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50700
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,44300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,48700
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,38400
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,40650
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,42650
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,40400
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,35950
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,42300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,46650
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,52900
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,51900
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,42200
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,39300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,45400
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,53500
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,40900
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,42750
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,52500
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,46000
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,53200
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,46400
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,62100
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,62100
premium unleaded (required),6.0,MANUAL,2.0,Midsize,51750
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,53650
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,34150
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,35550
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,35550
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,34150
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,34750
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,36150
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,45850
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,47300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,45850
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,47300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,45850
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,47650
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,67600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,62600
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28370
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33610
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,34030
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29030
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,32185
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25240
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29850
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28450
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26640
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23680
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25080
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29265
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25750
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26270
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24350
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30665
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31510
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,32910
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27670
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31830
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28230
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26310
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24910
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,36150
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33230
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,34750
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26830
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29985
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31385
premium unleaded (required),4.0,AUTOMATIC,2.0,Midsize,39995
premium unleaded (required),4.0,AUTOMATIC,2.0,Midsize,40155
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,42610
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,42770
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,42790
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,45025
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,45015
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,42780
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,45175
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,43010
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,2.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29970
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,26780
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,24280
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,27780
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28765
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,25190
regular unleaded,4.0,MANUAL,4.0,Compact,15399
regular unleaded,4.0,AUTOMATIC,4.0,Compact,16299
regular unleaded,4.0,MANUAL,4.0,Compact,14249
regular unleaded,4.0,MANUAL,4.0,Compact,13299
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15149
regular unleaded,4.0,AUTOMATIC,4.0,Compact,14199
regular unleaded,4.0,AUTOMATIC,4.0,Compact,14699
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15049
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15199
regular unleaded,4.0,MANUAL,4.0,Compact,13599
regular unleaded,4.0,MANUAL,4.0,Compact,14099
regular unleaded,4.0,MANUAL,4.0,Compact,13839
regular unleaded,4.0,MANUAL,4.0,Compact,14339
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15349
regular unleaded,4.0,AUTOMATIC,4.0,Compact,14939
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18290
regular unleaded,4.0,MANUAL,4.0,Compact,13990
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17190
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15290
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17905
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20905
regular unleaded,4.0,AUTOMATIC,4.0,Compact,15495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,17905
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20905
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,54250
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50450
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50450
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,46830
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,51350
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,51350
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,55150
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,47200
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,48200
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,52350
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,56150
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,52350
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20150
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,21500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,21500
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,20150
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24140
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29630
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24390
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28280
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24490
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,22790
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25840
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23040
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30080
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24680
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26130
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28730
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,24780
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23330
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23820
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26590
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25240
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25170
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31310
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29960
regular unleaded,4.0,MANUAL,2.0,Compact,21100
regular unleaded,4.0,MANUAL,2.0,Compact,20025
regular unleaded,4.0,AUTOMATIC,2.0,Compact,22000
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20925
premium unleaded (required),4.0,MANUAL,2.0,Compact,23320
regular unleaded,4.0,MANUAL,2.0,Compact,20275
regular unleaded,4.0,AUTOMATIC,2.0,Compact,22250
regular unleaded,4.0,AUTOMATIC,2.0,Compact,21175
regular unleaded,4.0,MANUAL,2.0,Compact,21350
premium unleaded (required),4.0,MANUAL,2.0,Compact,23670
regular unleaded,4.0,MANUAL,2.0,Compact,20325
regular unleaded,4.0,MANUAL,2.0,Compact,21475
premium unleaded (required),4.0,MANUAL,2.0,Compact,23845
regular unleaded,4.0,AUTOMATIC,2.0,Compact,21225
regular unleaded,4.0,AUTOMATIC,2.0,Compact,22375
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,33955
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,35705
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35705
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33955
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36925
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35125
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35275
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36675
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36025
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37425
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36370
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37770
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40970
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,50220
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,48710
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42370
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,49125
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41900
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43300
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,50320
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,48920
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43020
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44420
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,46060
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44660
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41180
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42580
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,42080
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,43480
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,47620
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,49020
regular unleaded,6.0,AUTOMATIC,2.0,Compact,18519
regular unleaded,6.0,AUTOMATIC,2.0,Compact,21499
regular unleaded,6.0,AUTOMATIC,2.0,Compact,18944
premium unleaded (required),4.0,MANUAL,2.0,Compact,34250
premium unleaded (required),4.0,MANUAL,2.0,Compact,37300
premium unleaded (required),4.0,MANUAL,2.0,Compact,36300
premium unleaded (required),4.0,MANUAL,2.0,Compact,34300
premium unleaded (required),4.0,MANUAL,2.0,Compact,36995
premium unleaded (required),4.0,MANUAL,2.0,Compact,34995
premium unleaded (required),4.0,MANUAL,2.0,Compact,37995
premium unleaded (required),6.0,MANUAL,4.0,Midsize,54000
premium unleaded (required),6.0,MANUAL,4.0,Midsize,48100
premium unleaded (required),6.0,MANUAL,4.0,Midsize,48400
premium unleaded (required),6.0,MANUAL,4.0,Midsize,54300
premium unleaded (required),6.0,MANUAL,4.0,Midsize,55100
premium unleaded (required),6.0,MANUAL,4.0,Midsize,49200
premium unleaded (required),6.0,MANUAL,2.0,Midsize,59350
premium unleaded (required),6.0,MANUAL,2.0,Midsize,53100
premium unleaded (required),6.0,MANUAL,2.0,Midsize,53100
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,44200
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,39250
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43800
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42700
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33950
